n_train,n_test,batch,pred_unknown,sig2e,beta,sig2b0,q0,experiment,exp_type,auc,logloss,accuracy,frobenius,spearman,nrmse,auc_embed,metric_pre_post,sig2e_est,sig2b_est0,nll_train,nll_test,n_epochs,time,n_params,encoder,decoder,patience
100000,100000,10000,FALSE,1,0.001,1,10000,14,embeddings,0.766799,0.599476,0.70103,0.949996,0.0547402,0.348991,0.66255,,,0.00834825,,,30,6.29492,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,14,embeddings-l2,0.764813,0.579412,0.69688,0.998984,0.032108,0.366987,0.5,,,4.28E-06,,,152,17.0435,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,14,hashing,0.71009,0.623836,0.65279,,,,,,,,,,41,44.1628,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,14,regbeddings,0.70482,0.627402,0.65089,0.934115,0.0623165,0.343157,0.665886,,,0.0145031,,,57,13.0771,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,14,tabtransformer,0.728748,0.665189,0.67033,,,,,,,,,,16,46.4732,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,14,mmbeddings,0.793331,0.69384,0.72016,0.692937,0.0829837,0.254557,0.747236,0.778784,,0.321254,,,195,111.159,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,15,ignore,0.72001,0.615896,0.66117,,,,,,,,,,248,20.4582,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,15,mean-encoding,0.719505,0.616605,0.66275,,,,,,,,,,126,21.5486,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,15,embeddings,0.787399,0.581412,0.72051,0.944541,0.0873299,0.380718,0.643645,,,0.00896309,,,30,6.61946,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,15,embeddings-l2,0.787042,0.558165,0.71724,0.998859,0.0630419,0.402613,0.626808,,,4.69E-06,,,137,21.6613,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,15,hashing,0.724909,0.613549,0.66451,,,,,,,,,,47,50.047,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,15,regbeddings,0.735498,0.6063,0.67365,0.878822,0.0956106,0.354229,0.643119,,,0.0472849,,,79,16.7282,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,15,tabtransformer,0.771902,0.626607,0.70675,,,,,,,,,,17,49.0793,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,15,mmbeddings,0.828866,0.596797,0.75141,0.649842,0.110601,0.261933,0.652162,0.815978,,0.369535,,,267,162.311,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,16,ignore,0.684104,0.639816,0.63405,,,,,,,,,,192,15.2913,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,16,mean-encoding,0.683116,0.640552,0.63434,,,,,,,,,,160,21.5204,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,16,embeddings,0.83416,0.524291,0.76078,0.946138,0.182411,0.367383,0.648861,,,0.0090495,,,29,5.86001,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,16,embeddings-l2,0.827822,0.513165,0.7521,0.998889,0.147719,0.387867,0.630728,,,4.68E-06,,,176,18.9141,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,16,hashing,0.700522,0.631021,0.64585,,,,,,,,,,47,51.0781,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,16,regbeddings,0.769879,0.579113,0.70089,0.828187,0.172996,0.321583,0.713032,,,0.105724,,,132,42.6041,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,16,tabtransformer,0.824315,0.55909,0.75117,,,,,,,,,,18,34.095,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,16,mmbeddings,0.865808,0.533781,0.78796,0.660403,0.211895,0.256433,0.713705,0.858469,,0.368416,,,174,105.896,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,17,ignore,0.710443,0.622485,0.65413,,,,,,,,,,161,12.6265,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,17,mean-encoding,0.709023,0.623521,0.65285,,,,,,,,,,159,21.5288,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,17,embeddings,0.827831,0.533809,0.75197,0.934792,0.157896,0.380863,0.635236,,,0.0105216,,,32,4.55671,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,17,embeddings-l2,0.822554,0.519068,0.74504,0.998778,0.126736,0.406933,0.580778,,,4.57E-06,,,157,21.6502,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,17,hashing,0.725045,0.613677,0.6633,,,,,,,,,,49,84.3339,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,17,regbeddings,0.782525,0.569204,0.7103,0.78444,0.142906,0.319605,0.648423,,,0.140503,,,131,26.3893,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,17,tabtransformer,0.802102,0.617325,0.7306,,,,,,,,,,20,37.7761,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,17,mmbeddings,0.859942,0.565705,0.78214,0.627876,0.172728,0.255816,0.674371,0.845143,,0.367444,,,264,172.979,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,18,ignore,0.67673,0.643913,0.62946,,,,,,,,,,146,12.3171,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,18,mean-encoding,0.676175,0.644214,0.6286,,,,,,,,,,159,14.2795,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,18,embeddings,0.869374,0.472819,0.79192,0.930023,0.246501,0.367167,0.72885,,,0.0139432,,,36,4.85329,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,18,embeddings-l2,0.863482,0.464509,0.78183,0.998831,0.253841,0.394331,0.717048,,,4.59E-06,,,204,42.1671,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,18,hashing,0.703995,0.626985,0.64781,,,,,,,,,,29,32.9807,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,18,regbeddings,0.839566,0.504083,0.76016,0.726271,0.246167,0.286727,0.738994,,,0.276153,,,173,33.5122,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,18,tabtransformer,0.85613,0.532586,0.78029,,,,,,,,,,22,47.0029,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,18,mmbeddings,0.882457,0.502593,0.80541,0.618411,0.248354,0.244144,0.740162,0.872359,,0.436587,,,198,133.609,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,19,ignore,0.738328,0.602112,0.67746,,,,,,,,,,479,42.2,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,19,mean-encoding,0.736511,0.603396,0.6757,,,,,,,,,,138,11.794,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,19,embeddings,0.803344,0.564322,0.73173,0.937442,0.118911,0.360933,0.644621,,,0.00805931,,,29,4.14759,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,19,embeddings-l2,0.806278,0.540283,0.73308,0.998763,0.0650929,0.384543,0.569446,,,3.88E-06,,,187,19.4438,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,19,hashing,0.744561,0.597872,0.67998,,,,,,,,,,45,84.3591,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,19,regbeddings,0.733539,0.605952,0.6726,0.921668,0.122116,0.354859,0.700301,,,0.0119763,,,47,10.8474,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,19,tabtransformer,0.780776,0.631903,0.71444,,,,,,,,,,19,35.0186,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,19,mmbeddings,0.84772,0.568454,0.76834,0.597796,0.171482,0.230163,0.721853,0.835789,,0.343944,,,205,162.118,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,ignore,0.703591,0.627308,0.648887,,,,,,,,,,386,143.537,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,mean-encoding,0.703466,0.627364,0.648845,,,,,,,,,,357,145.569,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,embeddings,0.81736,0.546045,0.743462,0.948354,0.143332,0.359914,0.631336,,,0.00726774,,,30,23.1452,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,embeddings-l2,0.703563,0.627473,0.649235,0.99994,0.0673762,0.400762,0.5,,,1.01E-08,,,124,80.1212,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,hashing,0.702664,0.628226,0.648905,,,,,,,,,,60,570.94,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,regbeddings,0.793787,0.561608,0.719431,0.734792,0.142033,0.280391,0.708979,,,0.235803,,,215,325.135,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,tabtransformer,0.789838,0.615101,0.721048,,,,,,,,,,19,287.195,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,mmbeddings,0.8615,0.560327,0.783492,0.651596,0.152623,0.237733,0.715623,0.844393,,0.329994,,,198,1444.48,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,ignore,0.727947,0.609892,0.667978,,,,,,,,,,388,119.131,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,mean-encoding,0.727774,0.610012,0.667749,,,,,,,,,,370,144.387,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,embeddings,0.785876,0.581072,0.716422,0.95179,0.0780579,0.354167,0.621498,,,0.00591841,,,28,42.5566,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,embeddings-l2,0.727634,0.610305,0.668068,0.999946,0.0457316,0.374713,0.5,,,7.73E-09,,,126,78.3641,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,hashing,0.725854,0.611785,0.666835,,,,,,,,,,91,870.647,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,regbeddings,0.774057,0.580911,0.702414,0.75996,0.124492,0.279081,0.624668,,,0.164818,,,183,266.084,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,tabtransformer,0.797744,0.668373,0.731372,,,,,,,,,,23,391.677,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,mmbeddings,0.860656,0.585478,0.782386,0.660246,0.145734,0.241952,0.678798,0.851031,,0.293432,,,276,1647.97,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,ignore,0.689782,0.636106,0.638009,,,,,,,,,,688,263.121,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,mean-encoding,0.688225,0.637161,0.637522,,,,,,,,,,298,144.969,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,embeddings,0.841685,0.512563,0.765624,0.950351,0.208171,0.385765,0.801952,,,0.00691501,,,28,22.1132,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,embeddings-l2,0.688611,0.636935,0.637664,0.999955,0.102253,0.4056,0.5,,,5.93E-09,,,126,83.533,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,hashing,0.688526,0.637234,0.637381,,,,,,,,,,59,562.693,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,regbeddings,0.826675,0.527913,0.749083,0.68621,0.225386,0.277914,0.819885,,,0.338065,,,236,326.677,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,tabtransformer,0.827112,0.56188,0.753991,,,,,,,,,,22,327.581,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,mmbeddings,0.867553,0.558654,0.790627,0.663546,0.189498,0.270222,0.818666,0.86447,,0.308651,,,316,1613.87,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,ignore,0.702043,0.628245,0.647871,,,,,,,,,,348,112.517,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,mean-encoding,0.702037,0.628264,0.647711,,,,,,,,,,282,112.777,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,embeddings,0.812478,0.550883,0.740924,0.946691,0.128098,0.343256,0.662948,,,0.00758324,,,30,23.7924,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,embeddings-l2,0.702965,0.627756,0.648649,0.999922,0.0739748,0.342387,0.5,,,1.59E-08,,,147,90.2488,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,hashing,0.701183,0.629088,0.647659,,,,,,,,,,45,432.434,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,regbeddings,0.83154,0.530851,0.752197,0.63465,0.228196,0.231838,0.671567,,,0.37956,,,260,384.756,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,tabtransformer,0.822944,0.635788,0.752993,,,,,,,,,,23,342.353,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,mmbeddings,0.875063,0.54757,0.794862,0.663845,0.203908,0.242752,0.701327,0.86247,,0.286869,,,390,1912.28,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,ignore,0.711444,0.622021,0.65514,,,,,,,,,,265,85.4337,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,mean-encoding,0.710289,0.622838,0.654363,,,,,,,,,,274,108.187,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,embeddings,0.76532,0.602138,0.699267,0.954489,0.0917625,0.371102,0.70889,,,0.00597571,,,28,20.8766,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,embeddings-l2,0.710702,0.622529,0.6545,0.999951,0.0189331,0.368525,0.5,,,7.10E-09,,,153,144.006,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,hashing,0.709247,0.623719,0.653632,,,,,,,,,,82,779.256,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,regbeddings,0.756504,0.600782,0.687081,0.756343,0.096725,0.291794,0.748621,,,0.187166,,,196,272.32,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,tabtransformer,0.779333,0.66328,0.715049,,,,,,,,,,22,328.3,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,mmbeddings,0.849434,0.591661,0.769164,0.663734,0.13312,0.268465,0.741061,0.823663,,0.330816,,,269,1496.03,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,ignore,0.756173,0.586114,0.688793,,,,,,,,,,482,203.062,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,mean-encoding,0.755997,0.586282,0.688926,,,,,,,,,,391,204.433,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,embeddings,0.82529,0.535157,0.750098,0.936584,0.11803,0.346817,0.582623,,,0.00806946,,,35,26.5315,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,embeddings-l2,0.756064,0.586411,0.689376,0.99991,0.0658364,0.379601,0.5,,,1.72E-08,,,115,83.383,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,hashing,0.753698,0.588776,0.687826,,,,,,,,,,80,772.228,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,regbeddings,0.803054,0.547028,0.727018,0.757694,0.12455,0.290907,0.604901,,,0.142758,,,169,264.715,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,tabtransformer,0.781119,0.63844,0.713917,,,,,,,,,,18,268.839,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,mmbeddings,0.862342,0.562323,0.780696,0.634391,0.127501,0.225973,0.621709,0.85228,,0.279875,,,265,1430.93,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,ignore,0.694594,0.633148,0.642352,,,,,,,,,,618,203.416,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,mean-encoding,0.693383,0.633988,0.641723,,,,,,,,,,299,144.429,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,embeddings,0.808691,0.553968,0.736503,0.951982,0.121829,0.396015,0.657318,,,0.00719777,,,30,23.2164,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,embeddings-l2,0.693386,0.63408,0.641393,0.999964,0.0690897,0.413913,0.5,,,4.31E-09,,,129,80.5005,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,hashing,0.693218,0.634221,0.641629,,,,,,,,,,49,465.31,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,regbeddings,0.779393,0.574645,0.708357,0.775197,0.12524,0.309512,0.683807,,,0.191891,,,193,265.167,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,tabtransformer,0.798039,0.617107,0.728753,,,,,,,,,,18,277.988,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,mmbeddings,0.849584,0.598306,0.772099,0.678546,0.164775,0.276618,0.687505,0.838418,,0.30858,,,323,1647.13,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,ignore,0.718908,0.616033,0.659857,,,,,,,,,,537,203.526,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,mean-encoding,0.718916,0.615998,0.65984,,,,,,,,,,338,132.128,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,embeddings,0.88002,0.453454,0.800696,0.921283,0.349372,0.275176,0.794863,,,0.0103716,,,37,42.5326,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,embeddings-l2,0.720036,0.615449,0.661245,0.999902,0.162212,0.345793,0.5,,,1.61E-08,,,162,100.702,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,hashing,0.71928,0.61615,0.66043,,,,,,,,,,71,685.104,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,regbeddings,0.876737,0.457385,0.793903,0.55052,0.373205,0.192855,0.844793,,,0.41091,,,252,344.721,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,tabtransformer,0.852497,0.527391,0.7765,,,,,,,,,,21,331.603,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,mmbeddings,0.871284,0.629703,0.787515,0.614146,0.238357,0.228384,0.835056,0.862157,,0.257795,,,285,1552.56,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,ignore,0.715463,0.618443,0.657259,,,,,,,,,,358,116.841,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,mean-encoding,0.715517,0.618361,0.657323,,,,,,,,,,438,172.794,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,embeddings,0.883644,0.454937,0.804282,0.93741,0.251353,0.343229,0.679498,,,0.00898753,,,36,27.7575,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,embeddings-l2,0.716721,0.617648,0.657874,0.999912,0.145299,0.355274,0.5,,,1.80E-08,,,139,92.3388,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,hashing,0.715896,0.61847,0.657553,,,,,,,,,,67,693.262,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,regbeddings,0.862525,0.472719,0.779833,0.676934,0.247833,0.238318,0.684292,,,0.305545,,,227,323.261,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,tabtransformer,0.848901,0.534533,0.771172,,,,,,,,,,19,332.851,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,mmbeddings,0.892108,0.500026,0.813768,0.630596,0.201659,0.227081,0.699588,0.887392,,0.321456,,,289,1791.08,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,ignore,0.71647,0.618462,0.659133,,,,,,,,,,524,203.105,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,mean-encoding,0.715191,0.619418,0.658359,,,,,,,,,,370,144.522,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,embeddings,0.788346,0.579647,0.717694,0.950956,0.0952076,0.379533,0.716957,,,0.00673631,,,29,22.706,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,embeddings-l2,0.716325,0.618629,0.659339,0.999934,0.0179714,0.418603,0.5,,,1.31E-08,,,183,143.586,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,hashing,0.714486,0.620031,0.657687,,,,,,,,,,42,453.557,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,regbeddings,0.774415,0.587467,0.702772,0.731495,0.108165,0.291513,0.731929,,,0.234045,,,211,325.542,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,tabtransformer,0.769319,0.635031,0.705118,,,,,,,,,,18,275.562,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,mmbeddings,0.826644,0.660294,0.748587,0.698219,0.125501,0.282816,0.721697,0.816362,,0.268509,,,284,1588.19,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,ignore,0.676847,0.643371,0.628025,,,,,,,,,,434,138.286,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,mean-encoding,0.675648,0.644099,0.62665,,,,,,,,,,176,84.9643,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,embeddings,0.891127,0.434097,0.811387,0.942726,0.336338,0.327329,0.605549,,,0.00912681,,,31,42.4495,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,embeddings-l2,0.676079,0.643914,0.626949,0.999966,0.161292,0.360634,0.5,,,3.40E-09,,,117,83.5401,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,hashing,0.678109,0.642902,0.628881,,,,,,,,,,60,631.067,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,regbeddings,0.867524,0.465624,0.785877,0.67777,0.332842,0.257008,0.600171,,,0.363095,,,233,322.777,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,tabtransformer,0.868779,0.507156,0.790103,,,,,,,,,,20,330.873,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,mmbeddings,0.894116,0.485611,0.815049,0.640156,0.297552,0.233673,0.626974,0.889048,,0.360797,,,277,1389.28,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,ignore,0.703284,0.627204,0.64835,,,,,,,,,,364,114.64,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,mean-encoding,0.703086,0.627394,0.648171,,,,,,,,,,318,124.952,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,embeddings,0.826136,0.534976,0.752179,0.949003,0.145773,0.336986,0.614127,,,0.00769842,,,30,42.3874,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,embeddings-l2,0.703616,0.627078,0.648804,0.999949,0.0800303,0.378029,0.5,,,7.96E-09,,,132,82.6802,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,hashing,0.702701,0.627916,0.648315,,,,,,,,,,46,453.592,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,regbeddings,0.826646,0.534347,0.747982,0.672987,0.184215,0.253394,0.687371,,,0.362521,,,262,386.424,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,tabtransformer,0.81032,0.602689,0.739103,,,,,,,,,,19,333.133,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,mmbeddings,0.867366,0.572053,0.791411,0.691277,0.173097,0.26685,0.678843,0.863699,,0.284157,,,347,1666.42,13651,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,0,unified,0.775593,0.605804,0.70494,,,,,,,,,,71,9.31615,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,1,unified,0.80623,0.540471,0.72579,,,,,,,,,,42,5.47165,1331,"[100, 100]","[10, 10]",10
