n_train,n_test,batch,pred_unknown,sig2e,beta,sig2b0,q0,experiment,exp_type,mse,mae,r2,frobenius,spearman,nrmse,auc_embed,metric_pre_post,sig2e_est,sig2b_est0,nll_train,nll_test,n_epochs,time,n_params,encoder,decoder,patience
10000,100000,1000,FALSE,1,0.001,1,1000,7,embeddings-l2,2.93056,1.33449,0.426027,0.993064,0.234287,0.427701,0.567146,,,0.000107705,,,102,5.86161,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,hashing,3.35104,1.42931,0.343673,,,,,,,,,,64,9.07422,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,regbeddings,4.08072,1.59293,0.200759,0.915666,0.1994,0.394367,0.602724,,,0.0141179,,,65,6.24521,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,tabtransformer,3.5178,1.46561,0.31101,,,,,,,,,,26,12.9745,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,mmbeddings,2.81926,1.30862,0.447825,0.583118,0.213045,0.251142,0.618924,2.77578,,0.391642,,,308,39.833,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,ignore,4.32953,1.62409,0.175719,,,,,,,,,,92,6.22871,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,mean-encoding,4.34348,1.62578,0.173061,,,,,,,,,,156,7.64235,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,embeddings,4.0928,1.56512,0.220788,0.938107,0.141412,0.434488,0.613636,,,0.00930545,,,45,3.27499,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,embeddings-l2,3.72667,1.48172,0.290493,0.989894,0.236682,0.458473,0.641716,,,0.000244086,,,144,11.9289,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,hashing,3.97558,1.54754,0.243105,,,,,,,,,,46,11.7453,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,regbeddings,4.25336,1.60879,0.190219,0.869901,0.102196,0.402898,0.657156,,,0.0467854,,,97,9.40045,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,tabtransformer,4.1706,1.57731,0.205976,,,,,,,,,,37,17.1535,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,mmbeddings,3.43839,1.42254,0.345379,0.618637,0.223024,0.286524,0.690368,3.4928,,0.413329,,,274,37.5394,13651,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,ignore,4.14087,1.60481,0.17526,,,,,,,,,,171,8.91672,231,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,mean-encoding,4.11711,1.60035,0.179992,,,,,,,,,,97,6.66841,331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,embeddings,2.93123,1.33328,0.416186,0.907051,0.286201,0.394727,0.59938,,,0.0153858,,,92,6.49203,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,embeddings-l2,2.93384,1.33371,0.415665,0.99273,0.272177,0.432013,0.53558,,,0.000107703,,,94,5.81708,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,hashing,3.33482,1.42811,0.335803,,,,,,,,,,80,10.4104,10471,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,regbeddings,3.67517,1.50417,0.268015,0.82871,0.228648,0.360635,0.607792,,,0.0619224,,,101,12.0123,20331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,tabtransformer,3.54878,1.47149,0.293188,,,,,,,,,,32,14.6065,17687,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,mmbeddings,2.98302,1.34362,0.40587,0.565045,0.244382,0.245894,0.651874,3.12865,,0.414196,,,214,33.4589,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,ignore,4.27166,1.61977,0.175071,,,,,,,,,,361,26.931,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,mean-encoding,4.27879,1.6206,0.173694,,,,,,,,,,220,21.4347,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,embeddings,3.26196,1.3941,0.370062,0.928423,0.177698,0.330423,0.639059,,,0.0127979,,,56,11.3563,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,embeddings-l2,3.13202,1.3665,0.395154,0.997804,0.184174,0.355115,0.543894,,,1.49E-05,,,158,21.49,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,hashing,4.20406,1.60575,0.188126,,,,,,,,,,51,54.935,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,regbeddings,3.5665,1.46936,0.311249,0.776934,0.164658,0.276509,0.686635,,,0.155091,,,154,30.3651,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,tabtransformer,3.72911,1.49595,0.279846,,,,,,,,,,35,87.9189,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,mmbeddings,2.9411,1.31282,0.432025,0.677531,0.189412,0.241131,0.719586,2.95679,,0.290725,,,312,227.862,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,ignore,6.20212,1.9594,0.129374,,,,,,,,,,342,25.788,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,mean-encoding,6.22704,1.96366,0.125876,,,,,,,,,,226,21.4746,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,embeddings,4.1686,1.57258,0.41483,0.926465,0.324986,0.344905,0.648247,,,0.0136917,,,118,14.2604,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,embeddings-l2,4.30286,1.60309,0.395983,0.997457,0.267325,0.371334,0.597754,,,2.08E-05,,,127,14.1902,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,hashing,6.00729,1.92648,0.156723,,,,,,,,,,51,84.073,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,regbeddings,4.92872,1.72766,0.308128,0.76565,0.25669,0.285037,0.66321,,,0.179844,,,159,30.7228,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,tabtransformer,4.62764,1.66618,0.350392,,,,,,,,,,44,88.7405,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,mmbeddings,3.5624,1.44854,0.499926,0.663561,0.309269,0.247031,0.637709,3.63084,,0.324038,,,316,176.116,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,ignore,3.71427,1.5225,0.186688,,,,,,,,,,325,24.8053,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,mean-encoding,3.73782,1.52801,0.181531,,,,,,,,,,195,16.2334,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,embeddings,3.2977,1.43032,0.277903,0.920247,0.165267,0.322922,0.666161,,,0.0123318,,,65,11.3039,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,embeddings-l2,3.25409,1.42027,0.287452,0.997699,0.116223,0.3501,0.5,,,1.34E-05,,,193,42.3169,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,hashing,3.69494,1.52155,0.19092,,,,,,,,,,74,84.0714,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,regbeddings,3.33975,1.44155,0.268695,0.682299,0.167849,0.239424,0.698312,,,0.227145,,,209,42.6366,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,tabtransformer,3.50733,1.47014,0.232001,,,,,,,,,,35,62.0356,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,mmbeddings,2.57617,1.25718,0.435896,0.638052,0.203426,0.223897,0.739502,2.63327,,0.289452,,,366,246.922,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,ignore,5.11874,1.78368,0.149208,,,,,,,,,,217,16.7407,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,mean-encoding,5.12159,1.78442,0.148735,,,,,,,,,,278,41.9504,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,embeddings,3.33929,1.41943,0.444973,0.916938,0.318219,0.335536,0.818122,,,0.0134921,,,92,21.7094,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,embeddings-l2,3.35984,1.4265,0.441557,0.997322,0.324038,0.364951,0.813597,,,1.77E-05,,,140,21.5875,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,hashing,4.93746,1.75186,0.179339,,,,,,,,,,65,84.0962,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,regbeddings,3.85672,1.536,0.35897,0.716434,0.325633,0.262165,0.820905,,,0.208599,,,176,35.1498,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,tabtransformer,3.80286,1.52062,0.367923,,,,,,,,,,36,62.255,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,mmbeddings,2.86114,1.30991,0.524447,0.588109,0.326498,0.215207,0.836409,2.96788,,0.395371,,,332,215.911,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,ignore,4.21599,1.58659,0.196424,,,,,,,,,,261,18.7924,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,mean-encoding,4.2202,1.5869,0.195621,,,,,,,,,,156,21.5034,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,embeddings,3.04321,1.319,0.419958,0.925211,0.229846,0.314712,0.607685,,,0.0114064,,,62,9.699,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,embeddings-l2,3.04907,1.31896,0.418842,0.997607,0.228169,0.339338,0.571937,,,1.50E-05,,,155,17.9977,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,hashing,4.10242,1.56284,0.218072,,,,,,,,,,66,83.5972,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,regbeddings,3.48508,1.42783,0.335737,0.764817,0.209061,0.260154,0.617552,,,0.1466,,,153,42.585,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,tabtransformer,3.67596,1.46667,0.299354,,,,,,,,,,23,42.3359,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,mmbeddings,2.96781,1.2905,0.434329,0.640423,0.220873,0.217841,0.614356,3.03288,,0.320461,,,311,185.175,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,ignore,6.44578,2.00869,0.136133,,,,,,,,,,167,13.7716,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,mean-encoding,6.44029,2.00815,0.136868,,,,,,,,,,341,28.7715,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,embeddings,3.22718,1.40175,0.567491,0.907283,0.436318,0.324884,0.725641,,,0.0181648,,,113,21.9222,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,embeddings-l2,3.32072,1.42399,0.554955,0.997322,0.466789,0.357126,0.70407,,,1.81E-05,,,213,23.7164,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,hashing,6.12131,1.9542,0.179618,,,,,,,,,,47,49.3815,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,regbeddings,3.98149,1.56893,0.466397,0.673232,0.447392,0.241074,0.750221,,,0.300241,,,223,43.2738,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,tabtransformer,3.8316,1.53576,0.486487,,,,,,,,,,40,88.3785,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,mmbeddings,3.00462,1.35075,0.597318,0.594273,0.440683,0.2128,0.748348,3.28451,,0.409875,,,398,203.094,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,ignore,6.04688,1.939,0.123132,,,,,,,,,,348,25.5625,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,mean-encoding,6.0629,1.94177,0.120809,,,,,,,,,,175,21.4138,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,embeddings,4.0408,1.55534,0.414038,0.930947,0.333156,0.377836,0.783706,,,0.0126203,,,119,14.4356,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,embeddings-l2,4.27338,1.60863,0.380309,0.997673,0.242429,0.404918,0.638945,,,1.84E-05,,,178,21.578,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,hashing,5.87459,1.91076,0.148116,,,,,,,,,,51,84.0559,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,regbeddings,4.78847,1.7094,0.305616,0.751707,0.243383,0.305089,0.803949,,,0.212545,,,184,42.6105,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,tabtransformer,4.44059,1.63106,0.356062,,,,,,,,,,42,71.6438,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,mmbeddings,3.45258,1.43295,0.499336,0.667101,0.312847,0.270751,0.808911,3.50168,,0.333341,,,400,202.88,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,ignore,4.76896,1.72998,0.171446,,,,,,,,,,324,41.8828,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,mean-encoding,4.77113,1.73,0.171069,,,,,,,,,,231,20.0502,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,embeddings,2.85622,1.3271,0.503764,0.915543,0.329372,0.357164,0.568546,,,0.0149719,,,74,11.861,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,embeddings-l2,2.8944,1.33672,0.497129,0.997535,0.30769,0.38915,0.542398,,,1.60E-05,,,177,22.0085,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,hashing,4.61292,1.69839,0.198556,,,,,,,,,,62,66.5595,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,regbeddings,3.42263,1.45684,0.405355,0.72136,0.317179,0.281411,0.578247,,,0.206655,,,200,39.77,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,tabtransformer,3.43943,1.45961,0.402437,,,,,,,,,,34,59.0343,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,mmbeddings,2.68702,1.28354,0.53316,0.599405,0.339323,0.233834,0.58397,2.6503,,0.401737,,,460,277.888,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,ignore,5.77302,1.89576,0.147993,,,,,,,,,,188,14.5408,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,mean-encoding,5.77663,1.89607,0.14746,,,,,,,,,,179,15.3869,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,embeddings,3.37016,1.41727,0.502617,0.912772,0.410741,0.352772,0.830571,,,0.0155476,,,120,14.4492,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,embeddings-l2,3.99651,1.54659,0.410178,0.997173,0.314133,0.385391,0.811869,,,2.10E-05,,,111,12.8122,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,hashing,5.57956,1.8629,0.176544,,,,,,,,,,67,71.6916,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,regbeddings,3.82052,1.52063,0.436151,0.612805,0.426257,0.236839,0.838508,,,0.378384,,,280,83.45,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,tabtransformer,4.25182,1.60495,0.372498,,,,,,,,,,46,88.9474,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,mmbeddings,2.91705,1.31734,0.569489,0.585218,0.399359,0.226177,0.849642,2.99183,,0.420664,,,445,226.283,13651,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,ignore,4.63593,1.6935,0.16036,,,,,,,,,,368,42.1961,231,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,mean-encoding,4.64692,1.69601,0.158368,,,,,,,,,,239,21.9218,331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,embeddings,3.58186,1.47536,0.351268,0.937585,0.198442,0.332354,0.626326,,,0.009739,,,60,8.85763,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,embeddings-l2,3.49021,1.45554,0.367867,0.997844,0.184295,0.353715,0.5,,,1.38E-05,,,237,25.9209,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,hashing,4.52441,1.67385,0.180558,,,,,,,,,,51,56.386,10471,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,regbeddings,3.97245,1.56085,0.280527,0.793116,0.170772,0.281143,0.697729,,,0.131123,,,153,42.622,200331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,tabtransformer,3.98433,1.55723,0.278375,,,,,,,,,,30,53.7804,107687,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,mmbeddings,3.11581,1.36728,0.435678,0.622001,0.220896,0.220486,0.726908,3.38463,,0.413533,,,379,225.032,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,ignore,4.18144,1.61614,0.188306,,,,,,,,,,482,203.928,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,mean-encoding,4.18323,1.61647,0.187958,,,,,,,,,,340,156.16,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,embeddings,3.05358,1.36927,0.407245,0.90437,0.293092,0.361202,0.650383,,,0.0166469,,,107,97.0202,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,embeddings-l2,3.06691,1.37465,0.404656,0.998926,0.233662,0.392661,0.584036,,,2.84E-06,,,305,232.607,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,hashing,4.1872,1.61733,0.187188,,,,,,,,,,81,976.975,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,regbeddings,3.0205,1.36724,0.413667,0.498349,0.328188,0.194562,0.677502,,,0.590204,,,449,787.815,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,tabtransformer,3.58394,1.48638,0.304293,,,,,,,,,,33,547.031,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,mmbeddings,2.55057,1.2505,0.504887,0.628658,0.318258,0.241439,0.693195,2.58067,,0.294126,,,450,2505.22,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,ignore,4.45269,1.66102,0.166534,,,,,,,,,,353,143.259,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,mean-encoding,4.43976,1.65853,0.168955,,,,,,,,,,495,222.183,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,embeddings,3.56075,1.47262,0.33349,0.912264,0.281531,0.347334,0.802834,,,0.017462,,,128,113.231,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,embeddings-l2,4.03768,1.57269,0.244217,0.999101,0.0923386,0.376453,0.564016,,,2.61E-06,,,243,183.777,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,hashing,4.46183,1.66316,0.164823,,,,,,,,,,165,1953.72,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,regbeddings,3.29082,1.42629,0.384015,0.497283,0.328447,0.176414,0.839211,,,0.670059,,,455,806.43,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,tabtransformer,4.02037,1.56511,0.247457,,,,,,,,,,36,589.4,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,mmbeddings,2.90041,1.33413,0.457094,0.671936,0.296283,0.247378,0.821293,3.11116,,0.285977,,,672,3522.43,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,ignore,5.7021,1.87998,0.144757,,,,,,,,,,431,161.983,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,mean-encoding,5.70332,1.88006,0.144574,,,,,,,,,,372,167.218,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,embeddings,3.67427,1.48275,0.448906,0.9211,0.325733,0.378145,0.730113,,,0.0148077,,,102,143.7,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,embeddings-l2,3.81825,1.51685,0.42731,0.99892,0.250376,0.409524,0.63281,,,3.60E-06,,,271,204.044,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,hashing,5.70966,1.88124,0.143622,,,,,,,,,,140,1653.41,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,regbeddings,3.65554,1.4873,0.451715,0.551015,0.370781,0.212635,0.75256,,,0.627735,,,454,777.214,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,tabtransformer,4.35875,1.6268,0.346242,,,,,,,,,,31,516.407,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,mmbeddings,3.26695,1.39305,0.509998,0.6597,0.305776,0.24802,0.743432,3.31917,,0.319659,,,506,2740.44,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,ignore,4.43397,1.64784,0.17893,,,,,,,,,,550,203.246,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,mean-encoding,4.43498,1.64808,0.178741,,,,,,,,,,651,277.351,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,embeddings,3.40048,1.4177,0.370309,0.918886,0.220929,0.361056,0.618519,,,0.0136374,,,84,70.1928,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,embeddings-l2,3.32549,1.40428,0.384194,0.998968,0.211647,0.3798,0.5,,,2.77E-06,,,329,264.252,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,hashing,4.45568,1.65252,0.174909,,,,,,,,,,119,1414.06,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,regbeddings,3.49562,1.4473,0.35269,0.644789,0.22149,0.24462,0.730862,,,0.319018,,,264,433.589,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,tabtransformer,3.86686,1.52243,0.283944,,,,,,,,,,29,475.939,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,mmbeddings,3.06836,1.33631,0.431809,0.645949,0.268644,0.237539,0.751417,3.18185,,0.295339,,,561,2889.91,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,ignore,4.43992,1.64817,0.178163,,,,,,,,,,371,143.187,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,mean-encoding,4.43956,1.64807,0.178229,,,,,,,,,,437,206.305,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,embeddings,3.64907,1.47696,0.32455,0.916735,0.234431,0.357117,0.674992,,,0.0163724,,,90,79.0578,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,embeddings-l2,3.95795,1.54448,0.267376,0.999122,0.111877,0.378574,0.631416,,,2.62E-06,,,321,232.514,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,hashing,4.44961,1.65011,0.17637,,,,,,,,,,93,1172.44,10471,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,regbeddings,3.26178,1.40077,0.39624,0.453534,0.284536,0.172156,0.710333,,,0.875876,,,576,1045.82,2000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,tabtransformer,4.12698,1.57588,0.236089,,,,,,,,,,39,636.886,1007687,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,mmbeddings,2.94299,1.32217,0.455247,0.675807,0.247622,0.264138,0.699347,3.04966,,0.291034,,,561,2774.01,13651,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,ignore,5.61412,1.86453,0.141858,,,,,,,,,,297,106.924,231,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,mean-encoding,5.60409,1.86274,0.143392,,,,,,,,,,692,326.194,331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,embeddings,3.47926,1.43758,0.468181,0.919257,0.362411,0.339894,0.735393,,,0.0149026,,,118,108.405,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,embeddings-l2,3.881,1.52359,0.406774,0.998889,0.262096,0.351821,0.5,,,3.65E-06,,,246,187.058,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,hashing,5.64634,1.86977,0.136933,,,,,,,,,,93,1111.12,10471,"[100, 100]","[10, 10]",10
